date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-04-17,2303,聯電,20260416,68.30,282525.368,68.30,0.0000,50-70
2026-04-17,2312,金寶,20260416,25.70,23712.991,26.00,1.1673,<30
2026-04-17,2340,台亞,20260416,32.25,11175.026,34.10,5.7364,30-50
2026-04-17,2363,矽統,20260416,53.30,22414.304,52.30,-1.8762,50-70
2026-04-17,2484,希華,20260416,40.30,17633.554,43.75,8.5608,30-50
2026-04-17,3049,精金,20260416,12.90,14570.729,13.75,6.5891,<30
2026-04-17,3221,台嘉碩,20260416,45.70,21065,45.55,-0.3282,30-50
2026-04-17,3339,泰谷,20260416,63.00,13808,63.00,0.0000,50-70
2026-04-17,3576,聯合再生,20260416,18.55,47111.743,19.00,2.4259,<30
2026-04-17,3714,富采,20260416,76.00,180045.652,76.90,1.1842,70-100
2026-04-17,4714,永捷,20260416,15.70,5588,15.50,-1.2739,<30
2026-04-17,4939,亞電,20260416,37.45,14685,41.15,9.8798,30-50
2026-04-17,4960,誠美材,20260416,30.85,11326.78,33.90,9.8865,30-50
2026-04-17,5498,凱崴,20260416,69.30,25885,70.30,1.4430,70-100
2026-04-17,6163,華電網,20260416,67.20,18365,69.00,2.6786,50-70
2026-04-17,6173,信昌電,20260416,83.90,23699,84.30,0.4768,70-100
2026-04-17,6208,日揚,20260416,75.40,5445,75.40,0.0000,70-100
2026-04-17,8043,蜜望實,20260416,94.10,12280,95.30,1.2752,70-100
2026-04-17,8150,南茂,20260416,73.70,50429.107,74.60,1.2212,70-100
