date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-01-14,1717,長興,20260113,59.50,108250.935,62.90,5.7143,50-70
2026-01-14,2305,全友,20260113,13.60,9635.4,13.90,2.2059,<30
2026-01-14,2312,金寶,20260113,27.55,213224.886,29.70,7.8040,<30
2026-01-14,2331,精英,20260113,26.20,33188.518,27.90,6.4885,<30
2026-01-14,2371,大同,20260113,35.65,70391.76,39.00,9.3969,30-50
2026-01-14,2406,國碩,20260113,30.85,75185.818,32.10,4.0519,30-50
2026-01-14,2478,大毅,20260113,71.50,10206.002,75.00,4.8951,70-100
2026-01-14,2485,兆赫,20260113,30.25,75018.627,32.35,6.9421,30-50
2026-01-14,5425,台半,20260113,65.80,38424,67.90,3.1915,50-70
2026-01-14,6265,方土昶,20260113,41.70,6890,41.50,-0.4796,30-50
2026-01-14,6806,森崴能源,20260113,44.05,7185.345,45.35,2.9512,30-50
2026-01-14,8064,東捷,20260113,55.80,16453,57.40,2.8674,50-70
2026-01-14,8422,可寧衛*,20260113,47.20,23172.879,51.90,9.9576,50-70
2026-01-14,9955,佳龍,20260113,36.90,12063.871,38.50,4.3360,30-50
