date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-05-26,1809,中釉,20260525,45.65,5416.039,46.90,2.7382,30-50
2026-05-26,2002,中鋼,20260525,19.95,209932.398,21.00,5.2632,<30
2026-05-26,2014,中鴻,20260525,18.85,27164.241,19.30,2.3873,<30
2026-05-26,2302,麗正,20260525,30.90,9364.396,30.95,0.1618,30-50
2026-05-26,2312,金寶,20260525,36.40,66663.284,40.00,9.8901,30-50
2026-05-26,2324,仁寶,20260525,34.65,279874.397,35.95,3.7518,30-50
2026-05-26,2349,錸德,20260525,14.30,17477.489,14.55,1.7483,<30
2026-05-26,2353,宏碁,20260525,32.50,95589.396,34.25,5.3846,30-50
2026-05-26,2356,英業達,20260525,65.40,135283.743,69.00,5.5046,50-70
2026-05-26,2409,友達,20260525,24.40,82302.936,25.50,4.5082,<30
2026-05-26,2484,希華,20260525,54.20,41229.853,54.70,0.9225,50-70
2026-05-26,2489,瑞軒,20260525,56.50,6706.56,57.50,1.7699,50-70
2026-05-26,3149,正達,20260525,65.00,41465.191,65.00,0.0000,50-70
2026-05-26,3317,尼克森,20260525,83.70,11166,84.20,0.5974,70-100
2026-05-26,3481,群創,20260525,49.10,68442.854,52.00,5.9063,50-70
2026-05-26,3537,堡達,20260525,76.70,11445,76.10,-0.7823,70-100
2026-05-26,3615,安可,20260525,52.30,17838,52.30,0.0000,50-70
2026-05-26,4906,正文,20260525,44.30,47391.433,44.45,0.3386,30-50
2026-05-26,4927,泰鼎-KY,20260525,61.90,24148.123,63.90,3.2310,50-70
2026-05-26,6116,彩晶,20260525,13.00,43724.582,14.30,10.0000,<30
2026-05-26,6125,廣運,20260525,65.40,8013,68.50,4.7401,50-70
2026-05-26,6182,合晶,20260525,76.80,12422,84.40,9.8958,70-100
2026-05-26,6265,方土昶,20260525,52.90,19517,53.40,0.9452,50-70
2026-05-26,6282,康舒,20260525,63.10,83984.619,63.60,0.7924,50-70
2026-05-26,8121,越峰,20260525,43.50,7425,43.50,0.0000,30-50
2026-05-26,8182,加高,20260525,45.45,5240,45.45,0.0000,30-50
