datetime,open,high,low,close,volume,average
2026-09-17T09:00:00.000+08:00,36.1,36.6,35.7,35.7,830,36.06
2026-09-17T09:01:00.000+08:00,35.8,36.75,35.6,36.7,409,36.11
2026-09-17T09:02:00.000+08:00,36.75,37.35,36.6,37.35,381,36.29
2026-09-17T09:04:00.000+08:00,37,37.05,36.7,36.85,376,36.42
2026-09-17T09:05:00.000+08:00,36.9,37.2,36.85,37.2,369,36.5
2026-09-17T09:06:00.000+08:00,37.2,37.65,37.15,37.65,396,36.64
2026-09-17T09:07:00.000+08:00,37.65,38,37.45,37.45,462,36.8
2026-09-17T09:08:00.000+08:00,37.55,38,37.45,37.95,221,36.85
2026-09-17T09:09:00.000+08:00,37.95,38.5,37.85,38.45,702,37.07
2026-09-17T09:10:00.000+08:00,38.45,38.75,38.1,38.75,1668,37.54
2026-09-17T09:11:00.000+08:00,38.75,38.75,38.75,38.75,177,37.57
2026-09-17T09:12:00.000+08:00,38.75,38.75,38.75,38.75,86,37.59
2026-09-17T09:13:00.000+08:00,38.75,38.75,38.75,38.75,63,37.6
2026-09-17T09:14:00.000+08:00,38.75,38.75,38.75,38.75,58,37.61
2026-09-17T09:15:00.000+08:00,38.75,38.75,38.75,38.75,38,37.62
2026-09-17T09:16:00.000+08:00,38.75,38.75,38.75,38.75,21,37.62
2026-09-17T09:17:00.000+08:00,38.75,38.75,38.75,38.75,8,37.62
2026-09-17T09:18:00.000+08:00,38.75,38.75,38.75,38.75,34,37.63
2026-09-17T09:19:00.000+08:00,38.75,38.75,38.75,38.75,32,37.64
2026-09-17T09:20:00.000+08:00,38.75,38.75,38.75,38.75,13,37.64
2026-09-17T09:21:00.000+08:00,38.75,38.75,38.75,38.75,20,37.64
2026-09-17T09:22:00.000+08:00,38.75,38.75,38.75,38.75,49,37.65
2026-09-17T09:23:00.000+08:00,38.75,38.75,38.75,38.75,36,37.66
2026-09-17T09:24:00.000+08:00,38.75,38.75,38.75,38.75,16,37.66
2026-09-17T09:25:00.000+08:00,38.75,38.75,38.75,38.75,9,37.66
2026-09-17T09:26:00.000+08:00,38.75,38.75,38.75,38.75,12,37.66
2026-09-17T09:27:00.000+08:00,38.75,38.75,38.75,38.75,7,37.66
2026-09-17T09:28:00.000+08:00,38.75,38.75,38.75,38.75,16,37.67
2026-09-17T09:29:00.000+08:00,38.75,38.75,38.75,38.75,10,37.67
2026-09-17T09:30:00.000+08:00,38.75,38.75,38.75,38.75,4,37.67
2026-09-17T09:31:00.000+08:00,38.75,38.75,38.75,38.75,22,37.67
2026-09-17T09:32:00.000+08:00,38.75,38.75,38.75,38.75,3,37.67
2026-09-17T09:33:00.000+08:00,38.75,38.75,38.75,38.75,12,37.67
2026-09-17T09:34:00.000+08:00,38.75,38.75,38.75,38.75,11,37.68
2026-09-17T09:35:00.000+08:00,38.75,38.75,38.75,38.75,9,37.68
2026-09-17T09:36:00.000+08:00,38.75,38.75,38.75,38.75,11,37.68
2026-09-17T09:39:00.000+08:00,38.75,38.75,38.75,38.75,2,37.68
2026-09-17T09:40:00.000+08:00,38.75,38.75,38.75,38.75,1,37.68
2026-09-17T09:42:00.000+08:00,38.75,38.75,38.75,38.75,1,37.68
2026-09-17T09:43:00.000+08:00,38.75,38.75,38.75,38.75,8,37.68
2026-09-17T09:44:00.000+08:00,38.75,38.75,38.75,38.75,4,37.68
2026-09-17T09:45:00.000+08:00,38.75,38.75,38.75,38.75,16,37.68
2026-09-17T09:46:00.000+08:00,38.75,38.75,38.75,38.75,2,37.68
2026-09-17T09:47:00.000+08:00,38.75,38.75,38.75,38.75,11,37.69
2026-09-17T09:48:00.000+08:00,38.75,38.75,38.75,38.75,4,37.69
2026-09-17T09:49:00.000+08:00,38.75,38.75,38.75,38.75,7,37.69
2026-09-17T09:50:00.000+08:00,38.75,38.75,38.75,38.75,3,37.69
2026-09-17T09:53:00.000+08:00,38.75,38.75,38.75,38.75,3,37.69
2026-09-17T09:54:00.000+08:00,38.75,38.75,38.75,38.75,20,37.69
2026-09-17T09:55:00.000+08:00,38.75,38.75,38.75,38.75,8,37.69
2026-09-17T09:57:00.000+08:00,38.75,38.75,38.75,38.75,1,37.69
2026-09-17T09:58:00.000+08:00,38.75,38.75,38.75,38.75,6,37.69
2026-09-17T09:59:00.000+08:00,38.75,38.75,38.75,38.75,2,37.69
2026-09-17T10:00:00.000+08:00,38.75,38.75,38.75,38.75,14,37.7
2026-09-17T10:01:00.000+08:00,38.75,38.75,38.75,38.75,5,37.7
2026-09-17T10:03:00.000+08:00,38.75,38.75,38.75,38.75,6,37.7
2026-09-17T10:04:00.000+08:00,38.75,38.75,38.75,38.75,2,37.7
2026-09-17T10:05:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:06:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:07:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:11:00.000+08:00,38.75,38.75,38.75,38.75,2,37.7
2026-09-17T10:12:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:13:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:14:00.000+08:00,38.75,38.75,38.75,38.75,6,37.7
2026-09-17T10:15:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:16:00.000+08:00,38.75,38.75,38.75,38.75,1,37.7
2026-09-17T10:18:00.000+08:00,38.75,38.75,38.75,38.75,13,37.7
2026-09-17T10:19:00.000+08:00,38.75,38.75,38.75,38.75,23,37.71
2026-09-17T10:20:00.000+08:00,38.75,38.75,38.75,38.75,1,37.71
2026-09-17T10:21:00.000+08:00,38.75,38.75,38.75,38.75,5,37.71
2026-09-17T10:22:00.000+08:00,38.75,38.75,38.75,38.75,30,37.71
2026-09-17T10:23:00.000+08:00,38.75,38.75,38.75,38.75,9,37.71
2026-09-17T10:24:00.000+08:00,38.75,38.75,38.75,38.75,30,37.72
2026-09-17T10:25:00.000+08:00,38.75,38.75,38.75,38.75,64,37.73
2026-09-17T10:26:00.000+08:00,38.75,38.75,38.75,38.75,6,37.73
2026-09-17T10:27:00.000+08:00,38.75,38.75,38.75,38.75,5,37.73
2026-09-17T10:28:00.000+08:00,38.75,38.75,38.75,38.75,41,37.74
2026-09-17T10:29:00.000+08:00,38.75,38.75,38.75,38.75,951,37.86
2026-09-17T10:30:00.000+08:00,38.75,38.75,38.75,38.75,31,37.86
2026-09-17T10:31:00.000+08:00,38.75,38.75,38.75,38.75,24,37.86
2026-09-17T10:32:00.000+08:00,38.75,38.75,38.75,38.75,9,37.86
2026-09-17T10:33:00.000+08:00,38.75,38.75,38.75,38.75,1,37.86
2026-09-17T10:34:00.000+08:00,38.75,38.75,38.75,38.75,14,37.87
2026-09-17T10:35:00.000+08:00,38.75,38.75,38.75,38.75,1,37.87
2026-09-17T10:36:00.000+08:00,38.75,38.75,38.75,38.75,3,37.87
2026-09-17T10:37:00.000+08:00,38.75,38.75,38.75,38.75,7,37.87
2026-09-17T10:38:00.000+08:00,38.75,38.75,38.75,38.75,3,37.87
