date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-03-27,1304,台聚,20260326,15.85,25013.325,17.00,7.2555,<30
2026-03-27,1308,亞聚,20260326,18.05,21974.233,19.20,6.3712,<30
2026-03-27,1309,台達化,20260326,20.15,11922.223,21.80,8.1886,<30
2026-03-27,1582,信錦,20260326,93.00,8600.863,94.30,1.3978,70-100
2026-03-27,1905,華紙,20260326,14.00,17861.888,14.65,4.6429,<30
2026-03-27,2305,全友,20260326,16.15,5623.874,16.30,0.9288,<30
2026-03-27,2355,敬鵬,20260326,49.40,30011.444,49.15,-0.5061,30-50
2026-03-27,2419,仲琦,20260326,33.25,20348.205,33.20,-0.1504,30-50
2026-03-27,3576,聯合再生,20260326,25.00,40045.391,23.30,-6.8000,<30
2026-03-27,4906,正文,20260326,36.60,16098.854,37.00,1.0929,30-50
2026-03-27,6147,頎邦,20260326,77.80,54110,77.00,-1.0283,70-100
2026-03-27,6962,奕力-KY,20260326,33.90,6071.344,33.50,-1.1799,30-50
