date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-06-15,1605,華新,20260612,37.70,56774.874,39.05,3.5809,30-50
2026-06-15,2305,全友,20260612,25.10,9609.252,27.60,9.9602,<30
2026-06-15,2402,毅嘉,20260612,66.60,9410.428,67.60,1.5015,50-70
2026-06-15,2484,希華,20260612,66.70,55392.354,68.10,2.0990,50-70
2026-06-15,3236,千如,20260612,63.20,6601,64.80,2.5316,50-70
2026-06-15,3576,聯合再生,20260612,19.80,74459.884,21.75,9.8485,<30
2026-06-15,4939,亞電,20260612,66.20,12877,68.60,3.6254,50-70
2026-06-15,6116,彩晶,20260612,15.60,21523.29,16.20,3.8462,<30
2026-06-15,6182,合晶,20260612,88.90,8938,94.20,5.9618,70-100
2026-06-15,6202,盛群,20260612,59.40,9433.718,59.40,0.0000,50-70
2026-06-15,6269,台郡,20260612,72.30,8194.271,71.50,-1.1065,70-100
2026-06-15,6834,天二科技,20260612,84.10,12970.294,89.10,5.9453,70-100
2026-06-15,8105,凌巨,20260612,22.45,41332.909,22.80,1.5590,<30
