date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-01-15,1504,東元,20260114,90.50,60752.852,92.00,1.6575,70-100
2026-01-15,1711,永光,20260114,24.30,22048.102,25.00,2.8807,<30
2026-01-15,2305,全友,20260114,14.95,12227.983,15.30,2.3411,<30
2026-01-15,2312,金寶,20260114,30.30,63980.386,31.95,5.4455,30-50
2026-01-15,2331,精英,20260114,28.80,24526.518,29.80,3.4722,<30
2026-01-15,2332,友訊,20260114,17.05,17451.365,17.45,2.3460,<30
2026-01-15,2349,錸德,20260114,16.30,37081.496,16.70,2.4540,<30
2026-01-15,2419,仲琦,20260114,32.75,17417.519,32.75,0.0000,30-50
2026-01-15,2485,兆赫,20260114,33.25,19042.554,35.90,7.9699,30-50
2026-01-15,3050,鈺德,20260114,15.30,7616.448,15.15,-0.9804,<30
2026-01-15,3236,千如,20260114,35.90,13204,36.70,2.2284,30-50
2026-01-15,3576,聯合再生,20260114,10.75,36744.365,11.50,6.9767,<30
2026-01-15,4510,高鋒,20260114,44.65,7519,45.00,0.7839,30-50
2026-01-15,4533,協易機,20260114,25.10,6091,26.75,6.5737,<30
2026-01-15,4903,聯光通,20260114,40.25,5551,42.05,4.4720,30-50
2026-01-15,4989,榮科,20260114,60.50,47623.302,61.50,1.6529,50-70
2026-01-15,5328,華容,20260114,23.50,21822,24.95,6.1702,<30
2026-01-15,5498,凱崴,20260114,60.50,6786,60.70,0.3306,50-70
2026-01-15,6155,鈞寶,20260114,55.20,7854.799,59.00,6.8841,50-70
2026-01-15,6173,信昌電,20260114,76.60,29075,77.10,0.6527,70-100
2026-01-15,6182,合晶,20260114,39.60,60540,40.00,1.0101,30-50
2026-01-15,6284,佳邦,20260114,93.20,11877,97.40,4.5064,70-100
2026-01-15,8042,金山電,20260114,70.40,20050,71.40,1.4205,70-100
2026-01-15,8422,可寧衛*,20260114,51.90,36780.93,46.90,-9.6339,30-50
2026-01-15,8476,台境*,20260114,22.70,7092.93,24.95,9.9119,<30
2026-01-15,9955,佳龍,20260114,40.55,19093.157,41.55,2.4661,30-50
