date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-03-04,1310,台苯,20260303,9.98,12669.521,10.70,7.2144,<30
2026-03-04,1313,聯成,20260303,12.55,37238.224,12.85,2.3904,<30
2026-03-04,2485,兆赫,20260303,54.40,97405.114,54.00,-0.7353,50-70
2026-03-04,2601,益航,20260303,5.98,9330.638,6.57,9.8662,<30
2026-03-04,2609,陽明,20260303,66.00,176100.716,68.90,4.3939,50-70
2026-03-04,2613,中櫃,20260303,27.75,6616.985,29.45,6.1261,<30
2026-03-04,3049,精金,20260303,12.50,23060.709,13.35,6.8000,<30
2026-03-04,3498,陽程,20260303,60.50,6425,62.00,2.4793,50-70
2026-03-04,3576,聯合再生,20260303,26.70,69977.916,26.05,-2.4345,<30
2026-03-04,3615,安可,20260303,35.55,10048,35.50,-0.1406,30-50
2026-03-04,3701,大眾控,20260303,71.10,10982.572,70.10,-1.4065,70-100
2026-03-04,4533,協易機,20260303,35.20,13205,36.30,3.1250,30-50
2026-03-04,6152,百一,20260303,22.05,9144.634,22.10,0.2268,<30
2026-03-04,6456,GIS-KY,20260303,57.70,15799.971,56.40,-2.2530,50-70
2026-03-04,6530,創威,20260303,83.10,12140,82.50,-0.7220,70-100
2026-03-04,6546,正基,20260303,90.00,5105,88.00,-2.2222,70-100
