date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-01-28,1471,首利,20260127,14.65,15202.539,15.50,5.8020,<30
2026-01-28,2303,聯電,20260127,76.20,502571.086,79.60,4.4619,70-100
2026-01-28,2363,矽統,20260127,60.50,41256.824,62.00,2.4793,50-70
2026-01-28,2419,仲琦,20260127,34.15,12610.956,35.20,3.0747,30-50
2026-01-28,2431,聯昌,20260127,17.65,12333.306,17.65,0.0000,<30
2026-01-28,3234,光環,20260127,56.90,10235,58.80,3.3392,50-70
2026-01-28,4121,優盛,20260127,18.85,6459,19.40,2.9178,<30
2026-01-28,4989,榮科,20260127,63.00,18413.404,63.20,0.3175,50-70
2026-01-28,5498,凱崴,20260127,67.30,16189,68.70,2.0802,50-70
2026-01-28,6133,金橋,20260127,28.05,8672.858,29.70,5.8824,<30
2026-01-28,6168,宏齊,20260127,23.90,13329.829,24.50,2.5105,<30
2026-01-28,7777,能率亞洲,20260127,35.35,11169,38.00,7.4965,30-50
2026-01-28,8096,擎亞,20260127,58.40,17620,61.10,4.6233,50-70
