date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-03-20,1304,台聚,20260319,14.15,32280.798,15.20,7.4205,<30
2026-03-20,1305,華夏,20260319,15.45,25023.743,16.90,9.3851,<30
2026-03-20,1308,亞聚,20260319,16.05,15625.626,16.70,4.0498,<30
2026-03-20,1309,台達化,20260319,17.15,16373.556,18.85,9.9125,<30
2026-03-20,1449,佳和,20260319,13.05,8198.476,13.95,6.8966,<30
2026-03-20,1710,東聯,20260319,14.85,23951.66,15.85,6.7340,<30
2026-03-20,1711,永光,20260319,43.25,77790.325,44.45,2.7746,30-50
2026-03-20,1809,中釉,20260319,32.50,7817.833,35.75,10.0000,30-50
2026-03-20,2349,錸德,20260319,14.40,9451.826,15.80,9.7222,<30
2026-03-20,2399,映泰,20260319,33.85,39614.933,37.20,9.8966,30-50
2026-03-20,2489,瑞軒,20260319,42.90,23086.4,47.15,9.9068,30-50
2026-03-20,2495,普安,20260319,39.50,39802.61,41.60,5.3165,30-50
2026-03-20,3049,精金,20260319,16.40,44219.198,18.00,9.7561,<30
2026-03-20,3234,光環,20260319,93.50,6608,99.60,6.5241,70-100
2026-03-20,3437,榮創,20260319,24.75,5486.924,26.20,5.8586,<30
2026-03-20,3508,位速,20260319,52.30,7245,54.00,3.2505,50-70
2026-03-20,3591,艾笛森,20260319,22.00,12818.921,22.50,2.2727,<30
2026-03-20,4956,光鋐,20260319,34.90,16086.281,36.65,5.0143,30-50
2026-03-20,4973,廣穎,20260319,98.20,7476,98.20,0.0000,70-100
2026-03-20,6127,九豪,20260319,44.40,23475,46.85,5.5180,30-50
2026-03-20,6226,光鼎,20260319,14.65,19014.527,14.90,1.7065,<30
