date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-06-26,1718,中纖,20260625,10.15,54273.393,10.35,1.9704,<30
2026-06-26,2363,矽統,20260625,76.10,74310.774,74.00,-2.7595,70-100
2026-06-26,2425,承啟,20260625,42.35,6492.729,42.75,0.9445,30-50
2026-06-26,3114,好德,20260625,57.70,5386,58.20,0.8666,50-70
2026-06-26,3236,千如,20260625,70.10,21461,68.20,-2.7104,50-70
2026-06-26,4707,磐亞,20260625,25.50,10294,26.00,1.9608,<30
2026-06-26,4716,大立,20260625,24.20,5317,24.80,2.4793,<30
2026-06-26,5328,華容,20260625,63.90,30203,64.50,0.9390,50-70
2026-06-26,6127,九豪,20260625,93.60,11255,91.00,-2.7778,70-100
2026-06-26,6226,光鼎,20260625,16.60,5127.705,17.00,2.4096,<30
2026-06-26,6270,倍微,20260625,42.50,5834,44.45,4.5882,30-50
2026-06-26,6901,鑽石投資,20260625,18.95,6532.285,19.70,3.9578,<30
2026-06-26,8071,能率網通,20260625,30.80,12411,32.45,5.3571,30-50
2026-06-26,8110,華東,20260625,63.20,58008.481,63.60,0.6329,50-70
