date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-02-26,1301,台塑,20260225,53.40,106167.338,53.00,-0.7491,50-70
2026-02-26,1326,台化,20260225,49.20,85759.716,49.20,0.0000,30-50
2026-02-26,2387,精元,20260225,43.30,5720.809,43.95,1.5012,30-50
2026-02-26,2413,環科,20260225,55.20,5167.975,57.70,4.5290,50-70
2026-02-26,2489,瑞軒,20260225,36.00,15019.039,38.50,6.9444,30-50
2026-02-26,3028,增你強,20260225,54.80,18037.866,56.20,2.5547,50-70
2026-02-26,3543,州巧,20260225,55.10,10834.859,55.20,0.1815,50-70
2026-02-26,3576,聯合再生,20260225,20.10,37346.21,21.55,7.2139,<30
2026-02-26,3709,鑫聯大投控,20260225,69.40,9354,72.10,3.8905,70-100
2026-02-26,4927,泰鼎-KY,20260225,44.25,33188.478,44.50,0.5650,30-50
2026-02-26,5291,邑昇,20260225,48.60,7014,53.40,9.8765,50-70
2026-02-26,5864,致和證,20260225,26.60,13798,26.80,0.7519,<30
2026-02-26,8150,南茂,20260225,65.00,80442.601,65.00,0.0000,50-70
