date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-04-16,1528,恩德,20260415,30.35,43735.98,31.30,3.1301,30-50
2026-04-16,2388,威盛,20260415,62.40,22249.251,62.40,0.0000,50-70
2026-04-16,2399,映泰,20260415,37.05,23953.045,37.70,1.7544,30-50
2026-04-16,2495,普安,20260415,45.20,25800.472,44.80,-0.8850,30-50
2026-04-16,3221,台嘉碩,20260415,41.55,15404,42.05,1.2034,30-50
2026-04-16,3339,泰谷,20260415,57.30,7880,59.00,2.9668,50-70
2026-04-16,3437,榮創,20260415,25.20,15773.318,26.80,6.3492,<30
2026-04-16,3576,聯合再生,20260415,16.90,48189.13,16.85,-0.2959,<30
2026-04-16,3673,TPK-KY,20260415,66.50,14998.762,69.50,4.5113,50-70
2026-04-16,3714,富采,20260415,69.10,7553.838,71.90,4.0521,70-100
2026-04-16,4763,材料*-KY,20260415,46.10,9088.01,48.50,5.2061,30-50
2026-04-16,4956,光鋐,20260415,45.95,6228.242,46.25,0.6529,30-50
2026-04-16,4960,誠美材,20260415,28.05,32829.171,30.70,9.4474,30-50
2026-04-16,4989,榮科,20260415,98.30,18803.101,98.60,0.3052,70-100
2026-04-16,6175,立敦,20260415,62.40,14211,62.00,-0.6410,50-70
2026-04-16,6244,茂迪,20260415,29.60,21674,29.05,-1.8581,<30
2026-04-16,6443,元晶,20260415,40.70,18964.431,41.70,2.4570,30-50
2026-04-16,6456,GIS-KY,20260415,70.10,38149.141,70.20,0.1427,70-100
2026-04-16,6806,森崴能源,20260415,20.45,6655.572,21.85,6.8460,<30
2026-04-16,6909,創控,20260415,58.00,7141.257,60.70,4.6552,50-70
2026-04-16,9933,中鼎,20260415,38.10,17740.788,39.15,2.7559,30-50
