datetime,open,high,low,close,volume,average
2026-08-28T09:00:00.000+08:00,33.9,34,33.75,34,3930,33.94
2026-08-28T09:01:00.000+08:00,34,34,34,34,120,33.94
2026-08-28T09:02:00.000+08:00,34,34,34,34,65,33.94
2026-08-28T09:03:00.000+08:00,34,34,34,34,67,33.95
2026-08-28T09:04:00.000+08:00,34,34,34,34,68,33.95
2026-08-28T09:05:00.000+08:00,34,34,34,34,83,33.95
2026-08-28T09:06:00.000+08:00,34,34,34,34,28,33.95
2026-08-28T09:07:00.000+08:00,34,34,34,34,38,33.95
2026-08-28T09:08:00.000+08:00,34,34,34,34,34,33.95
2026-08-28T09:09:00.000+08:00,34,34,34,34,12,33.95
2026-08-28T09:10:00.000+08:00,34,34,34,34,36,33.95
2026-08-28T09:11:00.000+08:00,34,34,34,34,42,33.95
2026-08-28T09:12:00.000+08:00,34,34,34,34,4,33.95
2026-08-28T09:13:00.000+08:00,34,34,34,34,26,33.95
2026-08-28T09:14:00.000+08:00,34,34,34,34,10,33.95
2026-08-28T09:15:00.000+08:00,34,34,34,34,6,33.95
2026-08-28T09:16:00.000+08:00,34,34,34,34,5,33.95
2026-08-28T09:17:00.000+08:00,34,34,34,34,24,33.95
2026-08-28T09:18:00.000+08:00,34,34,34,34,16,33.95
2026-08-28T09:19:00.000+08:00,34,34,34,34,6,33.95
2026-08-28T09:20:00.000+08:00,34,34,34,34,7,33.95
2026-08-28T09:21:00.000+08:00,34,34,34,34,11,33.95
2026-08-28T09:22:00.000+08:00,34,34,34,34,11,33.95
2026-08-28T09:23:00.000+08:00,34,34,34,34,66,33.95
2026-08-28T09:24:00.000+08:00,34,34,34,34,16,33.95
2026-08-28T09:25:00.000+08:00,34,34,34,34,10,33.95
2026-08-28T09:26:00.000+08:00,34,34,34,34,17,33.95
2026-08-28T09:27:00.000+08:00,34,34,34,34,68,33.95
2026-08-28T09:28:00.000+08:00,34,34,34,34,28,33.95
2026-08-28T09:29:00.000+08:00,34,34,34,34,6,33.95
2026-08-28T09:30:00.000+08:00,34,34,34,34,7,33.95
2026-08-28T09:31:00.000+08:00,34,34,34,34,15,33.95
2026-08-28T09:32:00.000+08:00,34,34,34,34,29,33.95
2026-08-28T09:33:00.000+08:00,34,34,34,34,24,33.95
2026-08-28T09:34:00.000+08:00,34,34,34,34,29,33.95
2026-08-28T09:35:00.000+08:00,34,34,34,34,3,33.95
2026-08-28T09:36:00.000+08:00,34,34,34,34,3,33.95
2026-08-28T09:37:00.000+08:00,34,34,34,34,19,33.95
2026-08-28T09:38:00.000+08:00,34,34,34,34,9,33.95
2026-08-28T09:39:00.000+08:00,34,34,34,34,21,33.95
2026-08-28T09:40:00.000+08:00,34,34,34,34,39,33.95
2026-08-28T09:41:00.000+08:00,34,34,34,34,10,33.95
2026-08-28T09:42:00.000+08:00,34,34,34,34,15,33.96
2026-08-28T09:43:00.000+08:00,34,34,34,34,21,33.96
2026-08-28T09:44:00.000+08:00,34,34,34,34,9,33.96
2026-08-28T09:45:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T09:46:00.000+08:00,34,34,34,34,10,33.96
2026-08-28T09:47:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T09:48:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T09:49:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T09:50:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T09:51:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T09:52:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T09:53:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T09:54:00.000+08:00,34,34,34,34,14,33.96
2026-08-28T09:55:00.000+08:00,34,34,34,34,8,33.96
2026-08-28T09:56:00.000+08:00,34,34,34,34,12,33.96
2026-08-28T09:57:00.000+08:00,34,34,34,34,13,33.96
2026-08-28T09:58:00.000+08:00,34,34,34,34,18,33.96
2026-08-28T09:59:00.000+08:00,34,34,34,34,15,33.96
2026-08-28T10:00:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T10:01:00.000+08:00,34,34,34,34,66,33.96
2026-08-28T10:02:00.000+08:00,34,34,34,34,12,33.96
2026-08-28T10:04:00.000+08:00,34,34,34,34,16,33.96
2026-08-28T10:05:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:06:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T10:07:00.000+08:00,34,34,34,34,9,33.96
2026-08-28T10:08:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:09:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T10:11:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T10:12:00.000+08:00,34,34,34,34,12,33.96
2026-08-28T10:13:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:14:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:15:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T10:16:00.000+08:00,34,34,34,34,14,33.96
2026-08-28T10:17:00.000+08:00,34,34,34,34,9,33.96
2026-08-28T10:19:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T10:20:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T10:21:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:22:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:24:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T10:26:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:27:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T10:28:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T10:29:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T10:30:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T10:31:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T10:32:00.000+08:00,34,34,34,34,8,33.96
2026-08-28T10:36:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:38:00.000+08:00,34,34,34,34,14,33.96
2026-08-28T10:39:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T10:40:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T10:41:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:42:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T10:43:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T10:44:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:45:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:46:00.000+08:00,34,34,34,34,103,33.96
2026-08-28T10:47:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:48:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:49:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:50:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T10:51:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T10:54:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:55:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:56:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T10:57:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T10:58:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T11:00:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:01:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:02:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:03:00.000+08:00,34,34,34,34,8,33.96
2026-08-28T11:04:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T11:05:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T11:06:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:08:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:09:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:10:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:11:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:13:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:14:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T11:15:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:17:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:19:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:23:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T11:24:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:26:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:27:00.000+08:00,34,34,34,34,9,33.96
2026-08-28T11:28:00.000+08:00,34,34,34,34,15,33.96
2026-08-28T11:29:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:31:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:32:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T11:34:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:36:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T11:37:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T11:38:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:39:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:42:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T11:43:00.000+08:00,34,34,34,34,8,33.96
2026-08-28T11:44:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:48:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:49:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:50:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:51:00.000+08:00,34,34,34,34,30,33.96
2026-08-28T11:53:00.000+08:00,34,34,34,34,10,33.96
2026-08-28T11:54:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T11:56:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:57:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T11:58:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T11:59:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:01:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T12:02:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:03:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T12:06:00.000+08:00,34,34,34,34,12,33.96
2026-08-28T12:07:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:10:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:11:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:12:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:13:00.000+08:00,34,34,34,34,9,33.96
2026-08-28T12:14:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:15:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T12:16:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:17:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T12:19:00.000+08:00,34,34,34,34,7,33.96
2026-08-28T12:21:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T12:22:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T12:23:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:24:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:25:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:26:00.000+08:00,34,34,34,34,51,33.96
2026-08-28T12:27:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:28:00.000+08:00,34,34,34,34,4,33.96
2026-08-28T12:29:00.000+08:00,34,34,34,34,10,33.96
2026-08-28T12:30:00.000+08:00,34,34,34,34,10,33.96
2026-08-28T12:32:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:33:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:34:00.000+08:00,34,34,34,34,16,33.96
2026-08-28T12:35:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:36:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:37:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T12:38:00.000+08:00,34,34,34,34,6,33.96
2026-08-28T12:39:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T12:40:00.000+08:00,34,34,34,34,5,33.96
2026-08-28T12:42:00.000+08:00,34,34,34,34,3,33.96
2026-08-28T12:43:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:45:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:46:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:47:00.000+08:00,34,34,34,34,1,33.96
2026-08-28T12:48:00.000+08:00,34,34,34,34,21,33.96
2026-08-28T12:51:00.000+08:00,34,34,34,34,2,33.96
2026-08-28T12:52:00.000+08:00,34,34,34,34,4,33.96
