datetime,open,high,low,close,volume,average
2026-08-26T09:00:00.000+08:00,27.8,28.15,27.7,28.15,5086,27.94
2026-08-26T09:01:00.000+08:00,28.15,28.15,28.15,28.15,282,27.95
2026-08-26T09:02:00.000+08:00,28.15,28.15,28.15,28.15,154,27.95
2026-08-26T09:03:00.000+08:00,28.15,28.15,28.15,28.15,129,27.96
2026-08-26T09:04:00.000+08:00,28.15,28.15,28.15,28.15,87,27.96
2026-08-26T09:05:00.000+08:00,28.15,28.15,28.15,28.15,50,27.96
2026-08-26T09:06:00.000+08:00,28.15,28.15,28.15,28.15,40,27.96
2026-08-26T09:07:00.000+08:00,28.15,28.15,28.15,28.15,83,27.97
2026-08-26T09:08:00.000+08:00,28.15,28.15,28.15,28.15,69,27.97
2026-08-26T09:09:00.000+08:00,28.15,28.15,28.15,28.15,37,27.97
2026-08-26T09:10:00.000+08:00,28.15,28.15,28.15,28.15,41,27.97
2026-08-26T09:11:00.000+08:00,28.15,28.15,28.15,28.15,20,27.97
2026-08-26T09:12:00.000+08:00,28.15,28.15,28.15,28.15,22,27.97
2026-08-26T09:13:00.000+08:00,28.15,28.15,28.15,28.15,20,27.97
2026-08-26T09:14:00.000+08:00,28.15,28.15,28.15,28.15,28,27.97
2026-08-26T09:15:00.000+08:00,28.15,28.15,28.15,28.15,16,27.97
2026-08-26T09:16:00.000+08:00,28.15,28.15,28.15,28.15,35,27.98
2026-08-26T09:17:00.000+08:00,28.15,28.15,28.15,28.15,35,27.98
2026-08-26T09:18:00.000+08:00,28.15,28.15,28.15,28.15,15,27.98
2026-08-26T09:19:00.000+08:00,28.15,28.15,28.15,28.15,21,27.98
2026-08-26T09:20:00.000+08:00,28.15,28.15,28.15,28.15,6,27.98
2026-08-26T09:21:00.000+08:00,28.15,28.15,28.15,28.15,9,27.98
2026-08-26T09:22:00.000+08:00,28.15,28.15,28.15,28.15,18,27.98
2026-08-26T09:23:00.000+08:00,28.15,28.15,28.15,28.15,18,27.98
2026-08-26T09:24:00.000+08:00,28.15,28.15,28.15,28.15,17,27.98
2026-08-26T09:25:00.000+08:00,28.15,28.15,28.15,28.15,19,27.98
2026-08-26T09:26:00.000+08:00,28.15,28.15,28.15,28.15,49,27.98
2026-08-26T09:27:00.000+08:00,28.15,28.15,28.15,28.15,50,27.98
2026-08-26T09:28:00.000+08:00,28.15,28.15,28.15,28.15,6,27.98
2026-08-26T09:29:00.000+08:00,28.15,28.15,28.15,28.15,10,27.98
