date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-06-12,1714,和桐,20260611,14.40,98457.282,14.95,3.8194,<30
2026-06-12,2355,敬鵬,20260611,58.70,28290.063,62.80,6.9847,50-70
2026-06-12,2406,國碩,20260611,39.40,67627.939,42.20,7.1066,30-50
2026-06-12,2483,百容,20260611,34.65,5780.64,37.00,6.7821,30-50
2026-06-12,3236,千如,20260611,57.50,19435,61.90,7.6522,50-70
2026-06-12,3290,東浦,20260611,63.60,7049,63.60,0.0000,50-70
2026-06-12,3441,聯一光,20260611,71.50,21788,72.00,0.6993,70-100
2026-06-12,5410,國眾,20260611,44.15,6453,45.25,2.4915,30-50
2026-06-12,5498,凱崴,20260611,66.70,11634,68.00,1.9490,50-70
2026-06-12,6155,鈞寶,20260611,84.10,27732.952,88.60,5.3508,70-100
2026-06-12,6174,安碁,20260611,51.70,8215,54.70,5.8027,50-70
2026-06-12,8071,能率網通,20260611,24.95,9558,26.05,4.4088,<30
2026-06-12,8182,加高,20260611,54.50,16086,56.50,3.6697,50-70
