date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-06-02,1409,新纖,20260601,25.05,8617.355,27.55,9.9800,<30
2026-06-02,1528,恩德,20260601,27.35,10355.643,29.90,9.3236,<30
2026-06-02,1718,中纖,20260601,7.28,17991.254,8.00,9.8901,<30
2026-06-02,1809,中釉,20260601,47.90,13633.772,49.90,4.1754,30-50
2026-06-02,2324,仁寶,20260601,40.35,113043.36,44.30,9.7893,30-50
2026-06-02,2328,廣宇,20260601,61.00,26828.228,64.40,5.5738,50-70
2026-06-02,2331,精英,20260601,24.40,7498.574,26.00,6.5574,<30
2026-06-02,2353,宏碁,20260601,38.70,27395.638,42.55,9.9483,30-50
2026-06-02,2356,英業達,20260601,77.20,241053.678,77.00,-0.2591,70-100
2026-06-02,2417,圓剛,20260601,53.90,13058.097,54.20,0.5566,50-70
2026-06-02,2497,怡利電,20260601,65.60,5008.585,64.30,-1.9817,50-70
2026-06-02,2601,益航,20260601,5.76,5897.093,6.33,9.8958,<30
2026-06-02,2605,新興,20260601,33.20,16558.677,33.20,0.0000,30-50
2026-06-02,3011,今皓,20260601,14.50,7269.545,14.95,3.1034,<30
2026-06-02,3149,正達,20260601,78.30,7001.43,86.10,9.9617,70-100
2026-06-02,3312,弘憶股,20260601,55.10,6614.04,60.60,9.9819,50-70
2026-06-02,3481,群創,20260601,56.10,478118.322,58.00,3.3868,50-70
2026-06-02,4526,東台,20260601,42.80,15995.561,44.50,3.9720,30-50
2026-06-02,4540,全球傳動,20260601,75.40,18060.802,80.00,6.1008,70-100
2026-06-02,4707,磐亞,20260601,17.90,5446,19.65,9.7765,<30
2026-06-02,5309,系統電,20260601,75.90,17253,81.00,6.7194,70-100
2026-06-02,6116,彩晶,20260601,18.80,58323.262,20.65,9.8404,<30
2026-06-02,6125,廣運,20260601,73.30,8260,75.00,2.3192,70-100
2026-06-02,6127,九豪,20260601,74.00,9315,78.00,5.4054,70-100
2026-06-02,6155,鈞寶,20260601,69.00,20681.711,69.00,0.0000,50-70
2026-06-02,6282,康舒,20260601,65.80,103122.372,65.50,-0.4559,50-70
2026-06-02,6548,長科*,20260601,75.00,12100,77.50,3.3333,70-100
2026-06-02,6806,森崴能源,20260601,7.38,5942.115,8.11,9.8916,<30
2026-06-02,8071,能率網通,20260601,23.40,5242,24.30,3.8462,<30
2026-06-02,8105,凌巨,20260601,19.30,20015.423,19.80,2.5907,<30
2026-06-02,8215,明基材,20260601,32.35,18534.621,32.50,0.4637,30-50
2026-06-02,8473,山林水,20260601,55.40,6381.007,55.70,0.5415,50-70
