date,code,name,prev_date,prev_close,prev_volume_lots,open,open_gap_pct,price_bucket
2026-07-03,1301,台塑,20260702,59.70,112956.008,60.60,1.5075,50-70
2026-07-03,1326,台化,20260702,61.90,64670.626,63.00,1.7771,50-70
2026-07-03,1409,新纖,20260702,28.20,37366.627,28.20,0.0000,<30
2026-07-03,1447,力鵬,20260702,9.09,38683.419,9.95,9.4609,<30
2026-07-03,1515,力山,20260702,38.95,7489.521,39.00,0.1284,30-50
2026-07-03,1708,東鹼,20260702,57.00,18115.679,58.00,1.7544,50-70
2026-07-03,1718,中纖,20260702,13.60,63746.998,14.25,4.7794,<30
2026-07-03,2302,麗正,20260702,55.40,18216.154,56.40,1.8051,50-70
2026-07-03,2340,台亞,20260702,38.65,13108.516,39.00,0.9056,30-50
2026-07-03,2401,凌陽,20260702,34.30,19151.783,34.45,0.4373,30-50
2026-07-03,2484,希華,20260702,87.70,70000.147,93.90,7.0696,70-100
2026-07-03,3317,尼克森,20260702,97.30,9360,97.30,0.0000,70-100
2026-07-03,3346,麗清,20260702,29.30,5117.513,30.00,2.3891,30-50
2026-07-03,3550,聯穎,20260702,36.70,13098.609,36.40,-0.8174,30-50
2026-07-03,3673,TPK-KY,20260702,83.80,12382.845,83.60,-0.2387,70-100
2026-07-03,4533,協易機,20260702,31.20,5432,31.40,0.6410,30-50
2026-07-03,4707,磐亞,20260702,30.90,10764,32.50,5.1780,30-50
2026-07-03,4960,誠美材,20260702,27.05,6229.52,27.50,1.6636,<30
2026-07-03,4989,榮科,20260702,100.50,24009.502,99.60,-0.8955,70-100
2026-07-03,6133,金橋,20260702,26.25,8692.937,27.35,4.1905,<30
2026-07-03,6548,長科*,20260702,90.60,11344,90.60,0.0000,70-100
