datetime,open,high,low,close,volume,average
2026-08-27T09:00:00.000+08:00,37.35,37.4,36.65,37.35,2729,37.26
2026-08-27T09:01:00.000+08:00,37.35,37.7,36.65,36.8,1678,37.28
2026-08-27T09:02:00.000+08:00,36.75,36.85,36.35,36.65,563,37.2
2026-08-27T09:03:00.000+08:00,36.7,36.9,36.2,36.5,531,37.14
2026-08-27T09:04:00.000+08:00,36.55,36.75,36.35,36.45,258,37.11
2026-08-27T09:05:00.000+08:00,36.5,36.95,36.45,36.55,359,37.08
2026-08-27T09:06:00.000+08:00,36.75,36.9,36.65,36.7,191,37.08
2026-08-27T09:07:00.000+08:00,36.75,36.85,36.4,36.45,348,37.05
2026-08-27T09:08:00.000+08:00,36.5,36.55,36.2,36.45,330,37.02
2026-08-27T09:09:00.000+08:00,36.45,36.5,36.3,36.5,134,37.01
2026-08-27T09:10:00.000+08:00,36.5,36.55,36.15,36.4,308,36.98
2026-08-27T09:11:00.000+08:00,36.35,36.45,35.65,35.8,516,36.91
2026-08-27T09:12:00.000+08:00,35.75,36,35.75,35.75,229,36.88
2026-08-27T09:13:00.000+08:00,35.75,36,35.65,35.95,206,36.86
2026-08-27T09:14:00.000+08:00,35.9,36.2,35.85,36.15,91,36.85
2026-08-27T09:15:00.000+08:00,36.1,36.2,35.95,36.2,150,36.83
2026-08-27T09:16:00.000+08:00,36.15,36.15,35.6,35.6,367,36.79
2026-08-27T09:17:00.000+08:00,35.8,35.95,35.5,35.9,313,36.75
2026-08-27T09:18:00.000+08:00,35.85,35.95,35.75,35.9,50,36.75
2026-08-27T09:19:00.000+08:00,36,36.3,35.85,35.95,166,36.74
2026-08-27T09:20:00.000+08:00,35.95,36,35.9,35.9,122,36.73
2026-08-27T09:21:00.000+08:00,35.9,35.95,35.85,35.95,67,36.72
2026-08-27T09:22:00.000+08:00,35.95,36,35.75,35.85,150,36.71
2026-08-27T09:23:00.000+08:00,35.75,35.85,35.7,35.8,102,36.7
2026-08-27T09:24:00.000+08:00,35.8,35.8,35.7,35.8,75,36.69
2026-08-27T09:25:00.000+08:00,35.75,35.75,35.5,35.75,272,36.66
2026-08-27T09:26:00.000+08:00,35.7,35.8,35.6,35.8,47,36.66
2026-08-27T09:27:00.000+08:00,35.8,35.9,35.75,35.9,41,36.66
2026-08-27T09:28:00.000+08:00,35.9,36.05,35.8,36,110,36.65
2026-08-27T09:29:00.000+08:00,36,36,35.9,36,75,36.64
2026-08-27T09:30:00.000+08:00,36,36,35.65,35.7,242,36.62
2026-08-27T09:31:00.000+08:00,35.7,35.75,35.65,35.65,60,36.62
2026-08-27T09:32:00.000+08:00,35.7,35.75,35.6,35.7,62,36.61
2026-08-27T09:33:00.000+08:00,35.75,35.75,35.35,35.35,428,36.57
2026-08-27T09:34:00.000+08:00,35.4,35.45,35.3,35.4,112,36.56
2026-08-27T09:35:00.000+08:00,35.4,35.8,35.4,35.65,122,36.55
2026-08-27T09:36:00.000+08:00,35.65,35.75,35.6,35.65,43,36.55
2026-08-27T09:37:00.000+08:00,35.65,35.8,35.65,35.75,48,36.54
2026-08-27T09:38:00.000+08:00,35.7,35.8,35.6,35.75,60,36.54
2026-08-27T09:39:00.000+08:00,35.75,35.8,35.7,35.8,32,36.54
2026-08-27T09:40:00.000+08:00,35.75,35.8,35.65,35.65,63,36.53
2026-08-27T09:41:00.000+08:00,35.75,35.75,35.6,35.65,12,36.53
2026-08-27T09:42:00.000+08:00,35.65,35.7,35.45,35.5,298,36.51
2026-08-27T09:43:00.000+08:00,35.5,35.5,35.4,35.5,41,36.5
2026-08-27T09:44:00.000+08:00,35.5,35.55,35.45,35.5,101,36.5
2026-08-27T09:45:00.000+08:00,35.45,35.6,35.45,35.6,111,36.49
2026-08-27T09:46:00.000+08:00,35.5,35.6,35.45,35.55,24,36.48
2026-08-27T09:47:00.000+08:00,35.5,35.5,35.45,35.45,31,36.48
2026-08-27T09:48:00.000+08:00,35.45,35.5,35.4,35.45,31,36.48
2026-08-27T09:49:00.000+08:00,35.45,35.6,35.45,35.55,41,36.48
2026-08-27T09:50:00.000+08:00,35.55,35.55,35.4,35.4,98,36.47
2026-08-27T09:51:00.000+08:00,35.4,35.4,35.35,35.4,167,36.45
2026-08-27T09:52:00.000+08:00,35.45,35.5,35.45,35.45,37,36.45
